Team,Year,Player,Salary
HOU,1994,Hakeem Olajuwon,3170000
HOU,1994,Otis Thorpe,2418000
HOU,1994,Kenny Smith,2150000
HOU,1994,Sleepy Floyd,1700000
HOU,1994,Vernon Maxwell,1424000
HOU,1994,Robert Horry,1200000
HOU,1994,Carl Herrera,1000000
HOU,1994,Mario Elie,790000
HOU,1994,Dave Jamerson,780000
HOU,1994,Matt Bullard,650000
HOU,1994,Sam Cassell,650000
HOU,1994,Scott Brooks,525000
HOU,1994,Richard Petruska,150000
HOU,1994,Eric Riley,150000
SAS,1994,David Robinson,5740000
SAS,1994,Dennis Rodman,2450000
SAS,1994,Terry Cummings,2407000
SAS,1994,Willie Anderson,2075000
SAS,1994,J.R. Reid,1818000
SAS,1994,Antoine Carr,1353000
SAS,1994,Dale Ellis,1300000
SAS,1994,Vinny Del Negro,1195365
SAS,1994,Negele Knight,496000
SAS,1994,Lloyd Daniels,182000
SAS,1994,Sleepy Floyd,150000
SAS,1994,Chris Whitney,150000
UTA,1994,Karl Malone,3081000
UTA,1994,John Stockton,2400000
UTA,1994,Jeff Malone,2380000
UTA,1994,Jay Humphries,1800000
UTA,1994,Felton Spencer,1581000
UTA,1994,Tyrone Corbin,1400000
UTA,1994,Mark Eaton,1333000
UTA,1994,David Benoit,810000
UTA,1994,Luther Wright,650000
UTA,1994,Tom Chambers,605000
UTA,1994,Isaac Austin,450000
UTA,1994,John Crotty,200000
UTA,1994,Walter Bond,150000
UTA,1994,Bryon Russell,150000
DEN,1994,Dikembe Mutombo,3000000
DEN,1994,LaPhonso Ellis,2350000
DEN,1994,Mahmoud Abdul-Rauf,1825000
DEN,1994,Alvin Robertson,1408000
DEN,1994,Reggie Williams,1258000
DEN,1994,Bison Dele,1244000
DEN,1994,Mark Randall,1200000
DEN,1994,Bryant Stith,1100000
DEN,1994,Kevin Brooks,975000
DEN,1994,Tom Hammonds,800000
DEN,1994,Robert Pack,400000
DEN,1994,Robert Werdann,250000
DEN,1994,Darnell Mee,150000
DEN,1994,Rodney Rogers,150000
MIN,1994,Christian Laettner,2730000
MIN,1994,Chuck Person,2156000
MIN,1994,Micheal Williams,2075000
MIN,1994,Isaiah Rider,2000000
MIN,1994,Luc Longley,1590000
MIN,1994,Mike Brown,1375000
MIN,1994,Doug West,1275000
MIN,1994,Thurl Bailey,1000000
MIN,1994,Marlon Maxey,375000
MIN,1994,Gundars Vetra,300000
MIN,1994,Chris Smith,270000
MIN,1994,Tellis Frank,200000
MIN,1994,Brian Davis,150000
DAL,1994,Fat Lever,2203000
DAL,1994,Jamal Mashburn,2033000
DAL,1994,Jim Jackson,2000000
DAL,1994,Tony Campbell,1682000
DAL,1994,Doug Smith,1650000
DAL,1994,Terry Davis,1200000
DAL,1994,Randy White,922000
DAL,1994,Donald Hodge,845000
DAL,1994,Sean Rooks,488000
DAL,1994,Lucious Harris,350000
DAL,1994,Greg Dreiling,300000
DAL,1994,Popeye Jones,275000
DAL,1994,Tim Legler,250000
DAL,1994,Roy Tarpley,80000
DAL,1994,Darren Morningstar,43000
SEA,1994,Sam Perkins,3587000
SEA,1994,Gary Payton,2383000
SEA,1994,Ricky Pierce,2100000
SEA,1994,Kendall Gill,2000000
SEA,1994,Michael Cage,1502000
SEA,1994,Detlef Schrempf,1308000
SEA,1994,Nate McMillan,850000
SEA,1994,Shawn Kemp,750000
SEA,1994,Rich King,700000
SEA,1994,Ervin Johnson,617000
SEA,1994,Steve Scheffler,170000
PHO,1994,Charles Barkley,3250000
PHO,1994,Dan Majerle,2975000
PHO,1994,Kevin Johnson,2300000
PHO,1994,Cedric Ceballos,2000000
PHO,1994,A.C. Green,1885000
PHO,1994,Danny Ainge,1690000
PHO,1994,Richard Dumas,1300000
PHO,1994,Jerrod Mustaf,1073000
PHO,1994,Mark West,1000000
PHO,1994,Tom Chambers,690000
PHO,1994,Oliver Miller,672000
PHO,1994,Tim Kempton,650000
PHO,1994,Joe Kleine,650000
PHO,1994,Malcolm Mackey,550000
PHO,1994,Frank Johnson,500000
PHO,1994,Duane Cooper,150000
PHO,1994,Joe Courtney,150000
GSW,1994,Tim Hardaway,3340000
GSW,1994,Chris Mullin,2844000
GSW,1994,Billy Owens,2414000
GSW,1994,Sarunas Marciulionis,1900000
GSW,1994,Chris Webber,1600000
GSW,1994,Jim Petersen,1521000
GSW,1994,Victor Alexander,1160000
GSW,1994,Chris Gatling,1120000
GSW,1994,Jeff Grayer,715000
GSW,1994,Latrell Sprewell,700000
GSW,1994,Byron Houston,600000
GSW,1994,Jud Buechler,375000
GSW,1994,Avery Johnson,300000
GSW,1994,Keith Jennings,250000
GSW,1994,Andre Spencer,250000
GSW,1994,Josh Grant,150000
POR,1994,Buck Williams,5050000
POR,1994,Jerome Kersey,2940000
POR,1994,Terry Porter,2500000
POR,1994,Harvey Grant,2429000
POR,1994,Clifford Robinson,2336000
POR,1994,Clyde Drexler,1578000
POR,1994,Rod Strickland,1560000
POR,1994,Mark Bryant,1300000
POR,1994,Tracy Murray,943000
POR,1994,Chris Dudley,790000
POR,1994,Dave Johnson,650000
POR,1994,James Robinson,650000
POR,1994,Reggie Smith,358000
POR,1994,A.J. English,150000
POR,1994,Elliot Perry,150000
POR,1994,Kevin Thompson,150000
LAL,1994,Vlade Divac,4133000
LAL,1994,Sam Bowie,3200000
LAL,1994,Magic Johnson,2500000
LAL,1994,Sedale Threatt,2400000
LAL,1994,James Worthy,1800000
LAL,1994,Elden Campbell,1700000
LAL,1994,Doug Christie,1445000
LAL,1994,James Edwards,1300000
LAL,1994,Nick Van Exel,1100000
LAL,1994,George Lynch,1100000
LAL,1994,Anthony Peeler,910000
LAL,1994,Tony Smith,800000
LAL,1994,Kurt Rambis,400000
LAL,1994,Jack Haley,390000
LAL,1994,Antonio Harvey,150000
LAL,1994,Trevor Wilson,150000
SAC,1994,Mitch Richmond,2500000
SAC,1994,Wayman Tisdale,2333000
SAC,1994,Lionel Simmons,1743000
SAC,1994,Walt Williams,1658000
SAC,1994,Evers Burns,1616000
SAC,1994,Bobby Hurley,1616000
SAC,1994,Spud Webb,1567000
SAC,1994,Duane Causwell,1260000
SAC,1994,Pete Chilcutt,760000
SAC,1994,Randy Brown,597000
SAC,1994,Les Jepsen,504000
SAC,1994,Jim Les,363000
SAC,1994,Marty Conlon,250000
SAC,1994,Kurt Rambis,180000
SAC,1994,Randy Breuer,150000
SAC,1994,Rod Higgins,150000
SAC,1994,Mike Peplowski,150000
LAC,1994,Ron Harper,4000000
LAC,1994,Danny Manning,3250000
LAC,1994,Stanley Roberts,2841000
LAC,1994,Mark Jackson,2000000
LAC,1994,Ken Norman,1275000
LAC,1994,Loy Vaught,1225000
LAC,1994,Gary Grant,1128000
LAC,1994,John Williams,1100000
LAC,1994,Terry Dehere,1050000
LAC,1994,Tom Tolbert,650000
LAC,1994,Randy Woods,650000
LAC,1994,Elmore Spencer,569000
LAC,1994,Mark Aguirre,150000
LAC,1994,Henry James,150000
LAC,1994,Kiki Vandeweghe,150000
