Team,Year,Player,Salary
WSB,1995,Kevin Duckworth,2612500
WSB,1995,Calbert Cheaney,2400000
WSB,1995,Scott Skiles,2125000
WSB,1995,Chris Webber,2080000
WSB,1995,Rex Chapman,2004500
WSB,1995,Juwan Howard,1309000
WSB,1995,Gheorghe Muresan,1150000
WSB,1995,Don MacLean,740000
WSB,1995,Larry Stewart,700000
WSB,1995,Doug Overton,550000
WSB,1995,Mitchell Butler,400000
WSB,1995,Brent Price,328750
WSB,1995,Jim McIlvaine,200000
WSB,1995,Brian Oliver,150000
WSB,1995,Anthony Tucker,150000
WSB,1995,Kenny Walker,150000
IND,1995,Dale Davis,4050000
IND,1995,Rik Smits,3250000
IND,1995,Reggie Miller,3210500
IND,1995,Derrick McKey,2600000
IND,1995,Mark Jackson,2300000
IND,1995,LaSalle Thompson,2000000
IND,1995,Vern Fleming,1760000
IND,1995,Byron Scott,1550000
IND,1995,Scott Haskin,1073000
IND,1995,Sam Mitchell,850000
IND,1995,Antonio Davis,700000
IND,1995,Duane Ferrell,650000
IND,1995,Haywoode Workman,400000
IND,1995,John Williams,375000
IND,1995,Damon Baily,150000
CHH,1995,Alonzo Mourning,3840000
CHH,1995,Larry Johnson,3710000
CHH,1995,Hersey Hawkins,2500000
CHH,1995,Robert Parish,1925000
CHH,1995,Dell Curry,1340000
CHH,1995,Kenny Gattison,1250000
CHH,1995,Michael Adams,1240000
CHH,1995,Muggsy Bogues,1125000
CHH,1995,Scott Burrell,845000
CHH,1995,David Wingate,570000
CHH,1995,Tom Tolbert,325000
CHH,1995,Tony Bennett,224000
CHH,1995,Darrin Hancock,150000
CHH,1995,Joe Wolf,150000
CHH,1995,Greg Sutton,139500
CHH,1995,Joe Courtney,13158
CHI,1995,Michael Jordan,3850000
CHI,1995,Toni Kukoc,3260000
CHI,1995,B.J. Armstrong,2800000
CHI,1995,Ron Harper,2400000
CHI,1995,Scottie Pippen,2225000
CHI,1995,Luc Longley,1590000
CHI,1995,Will Perdue,1056225
CHI,1995,Bill Wennington,1000000
CHI,1995,Corie Blount,845000
CHI,1995,Dickey Simpkins,650000
CHI,1995,Steve Kerr,620000
CHI,1995,Pete Myers,545000
CHI,1995,Larry Krystkowiak,515000
CHI,1995,Jud Buechler,150000
CHI,1995,Greg Foster,80500
CHI,1995,Jo Jo English,50000
CHI,1995,Kevin Rankin,11404
CHI,1995,Kenny Harris,5000
CLE,1995,Danny Ferry,4042000
CLE,1995,Brad Daugherty,3800000
CLE,1995,Hot Rod Williams,3786000
CLE,1995,Mark Price,3200000
CLE,1995,Tyrone Hill,2820000
CLE,1995,Gerald Wilkins,2478000
CLE,1995,Michael Cage,1635000
CLE,1995,Bobby Phills,1458000
CLE,1995,John Battle,1330000
CLE,1995,Terrell Brandon,997000
CLE,1995,Chris Mills,845000
CLE,1995,Tony Campbell,650000
CLE,1995,Gerald Madkins,615000
CLE,1995,Gary Alexander,150000
CLE,1995,Steve Colter,150000
CLE,1995,Greg Dreiling,150000
ATL,1995,Blair Rasmussen,2747500
ATL,1995,Craig Ehlo,2650000
ATL,1995,Jon Koncak,2600000
ATL,1995,Mookie Blaylock,2100000
ATL,1995,Ken Norman,1963000
ATL,1995,Steve Smith,1935900
ATL,1995,Stacey Augmon,1662500
ATL,1995,Tyrone Corbin,1600000
ATL,1995,Andrew Lang,1596000
ATL,1995,Grant Long,1485300
ATL,1995,Doug Edwards,845000
ATL,1995,Jim Les,250000
ATL,1995,Sergei Bazarevich,168000
ATL,1995,Fred Vinson,150000
ATL,1995,Greg Anderson,110000
ATL,1995,Tom Hovasse,6140
MIL,1995,Glenn Robinson,2900000
MIL,1995,Orlando Woolridge,2367000
MIL,1995,Todd Day,2120000
MIL,1995,Ed Pinckney,1485000
MIL,1995,Roy Hinson,1137500
MIL,1995,Vin Baker,1065300
MIL,1995,Mike Gminski,1000000
MIL,1995,Eric Murdock,1000000
MIL,1995,Lee Mayberry,820000
MIL,1995,Jon Barry,800000
MIL,1995,Eric Mobley,620000
MIL,1995,Johnny Newman,300000
MIL,1995,Marty Conlon,182500
MIL,1995,Alton Lister,150000
MIL,1995,Aaron Williams,150000
MIL,1995,Danny Young,150000
MIL,1995,Todd Mundt,9660
DET,1995,Grant Hill,2750000
DET,1995,Terry Mills,1897000
DET,1995,Mark Macon,1767000
DET,1995,Oliver Miller,1540000
DET,1995,Mark West,1500000
DET,1995,Lindsey Hunter,1173000
DET,1995,Joe Dumars,1096700
DET,1995,Allan Houston,956000
DET,1995,Bill Curley,702000
DET,1995,Greg Anderson,400000
DET,1995,Eric Leckner,350000
DET,1995,Rafael Addison,250000
DET,1995,Johnny Dawkins,150000
DET,1995,Ivano Newbill,150000
DET,1995,Walter Bond,117000
SAS,1995,David Robinson,7300000
SAS,1995,Dennis Rodman,2500000
SAS,1995,Terry Cummings,2406600
SAS,1995,J.R. Reid,2215000
SAS,1995,Willie Anderson,2075000
SAS,1995,Vinny Del Negro,1471000
SAS,1995,Sean Elliott,1350000
SAS,1995,Chuck Person,1300000
SAS,1995,Avery Johnson,650000
SAS,1995,Moses Malone,468750
SAS,1995,Lloyd Daniels,250000
SAS,1995,Chris Whitney,182900
SAS,1995,Jack Haley,150000
SAS,1995,Julius Nwosu,150000
SAS,1995,Corey Crowder,142982
SAS,1995,Doc Rivers,109750
UTA,1995,Karl Malone,3378800
UTA,1995,John Stockton,2600000
UTA,1995,Jeff Hornacek,2121400
UTA,1995,Jay Humphries,1900000
UTA,1995,Felton Spencer,1881250
UTA,1995,Tom Chambers,1700000
UTA,1995,Adam Keefe,1500000
UTA,1995,David Benoit,1000000
UTA,1995,Luther Wright,845000
UTA,1995,Antoine Carr,666600
UTA,1995,Bryon Russell,265000
UTA,1995,John Crotty,250000
UTA,1995,Jamie Watson,150000
UTA,1995,Walter Bond,57900
HOU,1995,Hakeem Olajuwon,3169900
HOU,1995,Kenny Smith,2633000
HOU,1995,Otis Thorpe,2578400
HOU,1995,Vernon Maxwell,1833000
HOU,1995,Robert Horry,1499000
HOU,1995,Mario Elie,1450000
HOU,1995,Carl Herrera,1350000
HOU,1995,Sam Cassell,845000
HOU,1995,Scott Brooks,550000
HOU,1995,Zan Tabak,500000
HOU,1995,Eric Riley,305000
HOU,1995,Chris Jent,250000
HOU,1995,Tim Breaux,150000
HOU,1995,Adrian Caldwell,150000
HOU,1995,Pete Chilcutt,126300
HOU,1995,Dave Jamerson,104000
HOU,1995,Richard Petruska,55000
HOU,1995,Larry Robinson,30000
DEN,1995,Dikembe Mutombo,3100000
DEN,1995,LaPhonso Ellis,2731000
DEN,1995,Mahmoud Abdul-Rauf,2200000
DEN,1995,Bison Dele,2000000
DEN,1995,Reggie Williams,1567500
DEN,1995,Rodney Rogers,1560000
DEN,1995,Bryant Stith,1375000
DEN,1995,Robert Pack,1059500
DEN,1995,Dale Ellis,1007500
DEN,1995,Jalen Rose,975000
DEN,1995,Tom Hammonds,700000
DEN,1995,Cliff Levingston,650000
DEN,1995,Kevin Brooks,600000
DEN,1995,Darnell Mee,250000
DEN,1995,Reggie Slater,150000
DAL,1995,Roy Tarpley,3000000
DAL,1995,Jason Kidd,2770800
DAL,1995,Jim Jackson,2700000
DAL,1995,Jamal Mashburn,2633300
DAL,1995,Doug Smith,1950000
DAL,1995,Terry Davis,1560000
DAL,1995,Donald Hodge,1005000
DAL,1995,Popeye Jones,769000
DAL,1995,Tony Dumas,700000
DAL,1995,Lucious Harris,455000
DAL,1995,Morlon Wiley,310000
DAL,1995,Lorenzo Williams,200000
MIN,1995,Christian Laettner,3360000
MIN,1995,Isaiah Rider,2500000
MIN,1995,Micheal Williams,2175000
MIN,1995,Donyell Marshall,2100000
MIN,1995,Stacey King,1900000
MIN,1995,Mike Brown,1475000
MIN,1995,Doug West,1275000
MIN,1995,Charles Shackleford,650000
MIN,1995,Sean Rooks,600000
MIN,1995,Chris Smith,355000
MIN,1995,Marlon Maxey,275000
MIN,1995,Andres Guibert,175000
MIN,1995,Howard Eisley,150000
MIN,1995,Askia Jones,150000
MIN,1995,Melvin Robinson,150000
MIN,1995,Winston Garland,143860
MIN,1995,Pat Durham,126000
MIN,1995,Greg Foster,113400
PHO,1995,A.C. Green,6472600
PHO,1995,Charles Barkley,4030000
PHO,1995,Dan Majerle,3000000
PHO,1995,Kevin Johnson,2750000
PHO,1995,Danny Ainge,2080000
PHO,1995,Danny Manning,1000000
PHO,1995,Wayman Tisdale,850000
PHO,1995,Joe Kleine,845000
PHO,1995,Danny Schayes,672000
PHO,1995,Wesley Person,650000
PHO,1995,Antonio Lang,325000
PHO,1995,Elliot Perry,250000
PHO,1995,Trevor Ruffin,143860
PHO,1995,Aaron Swinson,102424
SEA,1995,Detlef Schrempf,5000000
SEA,1995,Sam Perkins,4126600
SEA,1995,Kendall Gill,2600000
SEA,1995,Gary Payton,2583300
SEA,1995,Sarunas Marciulionis,2100000
SEA,1995,Bill Cartwright,1502000
SEA,1995,Vincent Askew,1460000
SEA,1995,Nate McMillan,1060000
SEA,1995,Shawn Kemp,1000000
SEA,1995,Rich King,800000
SEA,1995,Ervin Johnson,716600
SEA,1995,Byron Houston,700000
SEA,1995,Steve Scheffler,275000
SEA,1995,Dontonio Wingfield,150000
LAL,1995,Vlade Divac,3333300
LAL,1995,Sam Bowie,3200000
LAL,1995,Sedale Threatt,2400000
LAL,1995,Elden Campbell,2100000
LAL,1995,Nick Van Exel,1900000
LAL,1995,Cedric Ceballos,1750000
LAL,1995,George Lynch,1430000
LAL,1995,Eddie Jones,1300000
LAL,1995,Anthony Peeler,1120000
LAL,1995,Tony Smith,1050000
LAL,1995,Antonio Harvey,325000
LAL,1995,Anthony Miller,150000
LAL,1995,Trevor Ruffin,100000
POR,1995,Jerome Kersey,3608000
POR,1995,Chris Dudley,3500000
POR,1995,Buck Williams,3200000
POR,1995,Harvey Grant,2990000
POR,1995,Clifford Robinson,2732000
POR,1995,Terry Porter,2600000
POR,1995,Rod Strickland,1920000
POR,1995,Clyde Drexler,1578000
POR,1995,Mark Bryant,1400000
POR,1995,Tracy Murray,1160000
POR,1995,James Robinson,845000
POR,1995,Aaron McKie,650000
POR,1995,James Edwards,325000
POR,1995,Negele Knight,150000
SAC,1995,Mitch Richmond,3000000
SAC,1995,Frank Brickowski,2233000
SAC,1995,Lionel Simmons,2181400
SAC,1995,Bobby Hurley,2100000
SAC,1995,Spud Webb,2071600
SAC,1995,Walt Williams,2040000
SAC,1995,Olden Polynice,1900000
SAC,1995,Duane Causwell,1545000
SAC,1995,Brian Grant,808000
SAC,1995,Randy Brown,700000
SAC,1995,Alaa Abdelnaby,650000
SAC,1995,Trevor Wilson,500000
SAC,1995,Henry Turner,180000
SAC,1995,Doug Lee,150000
SAC,1995,Michael Smith,150000
LAC,1995,Stanley Roberts,3496000
LAC,1995,Loy Vaught,2750000
LAC,1995,Pooh Richardson,2120700
LAC,1995,Lamond Murray,2000000
LAC,1995,Terry Dehere,1365000
LAC,1995,Malik Sealy,1260000
LAC,1995,Gary Grant,1100000
LAC,1995,Eric Piatkowski,962500
LAC,1995,Randy Woods,800000
LAC,1995,Elmore Spencer,700000
LAC,1995,Tony Massenburg,422500
LAC,1995,Harold Ellis,250000
LAC,1995,Bob Martin,250000
LAC,1995,Bo Outlaw,250000
LAC,1995,Matt Fish,150000
GSW,1995,Tim Hardaway,3703000
GSW,1995,Rony Seikaly,3297000
GSW,1995,Chris Mullin,2844000
GSW,1995,Ricky Pierce,2500000
GSW,1995,Tom Gugliotta,1625000
GSW,1995,Victor Alexander,1377500
GSW,1995,Chris Gatling,1330000
GSW,1995,Latrell Sprewell,890000
GSW,1995,Carlos Rogers,715000
GSW,1995,Clifford Rozier,650000
GSW,1995,Keith Jennings,350000
GSW,1995,Manute Bol,200000
GSW,1995,Dwayne Morton,150000
GSW,1995,David Wood,150000
GSW,1995,Rod Higgins,15800
